id,name,description,price,stock
391037,"PALiT GeForce RTX 4070 Ti Super GamingPro, 16GB GDDR6X","Grafická karta v podání PALiT, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, frekvence až 2610 MHz (boost), 16 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 256-bit sběrnice, 8 448 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin nebo 2x 8-pin, OpenGL 4.6, DirectX 12 Ultimate, 3,1-slot design.",22 990 Kč,"skladem
5 a více kusů"
391870,"ASUS Dual Radeon RX 7600 V2 OC Edition, 8GB GDDR6","Grafická karta v podání ASUS, rozhraní PCIe 4.0, frekvence až 2715 MHz (režim OC boost), 8 GB GDDR6 paměti, rychlost paměti 18 Gb/s, 128-bit sběrnice, konektory: 1x HDMI 2.1, 3x DisplayPort 1.4a; napájení 1x 8-pin, max. rozlišení 7680x4320 Px, OpenGL 4.6, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, DirectX Raytracing, 2,5-slot design.",6 999 Kč,"skladem
5 a více kusů"
375306,"Sapphire PULSE AMD Radeon™ RX 7600 GAMING 8GB, 8GB GDDR6","Grafická karta společnosti Sapphire, PCIe 4.0 x8, frekvence až 2355 MHz a až 2755 MHz boost, 8 GB GDDR6 paměti, rychlost paměti 18 Gb/s, 128-bit sběrnice, 1x HDMI 2.1, 3x DisplayPort 1.4, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, raytracing.",7 259 Kč,"skladem
4 kusy"
225006,"GIGABYTE GT 1030 OC 2G, 2GB GDDR5","Kvalitní grafická karta Gigabyte GeForce GT 1030, PCIe 3.0, architektura Pascal, základní frekvence 1518/1544 MHz (režim Gaming/OC), 2 GB GDDR5 paměti s frekvencí 6 008 MHz, 64-bit sběrnice, 1x HDMI, 1x DVI-D, OpenGL 4.5, DirectX 12.",1 999 Kč,"skladem
4 kusy"
391356,"MSI GeForce RTX 4070 Ti SUPER 16G VENTUS 2X OC, 16GB GDDR6X","Grafická karta v podání MSI, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, frekvence až 2655 MHz (extrémní režim), 16 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 256-bit sběrnice, 8 448 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 2,5-slotový design.",22 190 Kč,"skladem
5 a více kusů"
382337,"MSI GeForce RTX 4070 VENTUS 3X E 12G OC, 12GB GDDR6X","Grafická karta v podání MSI, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, frekvence až 2520 MHz (extrémní režim), 12 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 192-bit sběrnice, 5 888 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 8-pin, OpenGL 4.6, DirectX 12 Ultimate, 2-slotový design.",16 145 Kč,"skladem
1 kus"
391065,"GIGABYTE GeForce RTX 4070 Ti SUPER GAMING OC 16G, 16GB GDDR6X","Grafická karta v podání Gigabyte, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, základní frekvence 2655 MHz, 16 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 256-bit sběrnice, 8 448 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 2,5-slotový design.",24 490 Kč,"skladem
1 kus"
382668,"PALiT GeForce RTX 4060 Ti JetStream, 16GB GDDR6","Grafická karta v podání PALiT, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, frekvence až 2535 MHz (boost), 16 GB GDDR6 paměti, rychlost paměti 18 Gb/s, 128-bit sběrnice, 4 352 CUDA jader, konektory: 1x HDMI 2.1, 3x DisplayPort 1.4a; napájení 1x 8-pin, OpenGL 4.6, DirectX 12 Ultimate, 2,5-slot design.",11 989 Kč,"skladem
5 a více kusů"
391064,"GIGABYTE GeForce RTX 4070 Ti SUPER AERO OC 16G, 16GB GDDR6X","Grafická karta v podání Gigabyte, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, 16 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 256-bit sběrnice, 8 448 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 2,5-slotový design.",24 990 Kč,"skladem
1 kus"
368290,"ASUS ROG Strix AMD Radeon™ RX 560 V2, 4GB GDDR5","Grafická karta společnosti ASUS, PCIe 3.0, frekvence 1199 MHz, 4 GB GDDR5 paměti s frekvencí 6000 MHz, 128-bit sběrnice, 1x DVI-D, 1x HDMI 2.0b, OpenGL 4.5, DirectX 12, AMD Eyefinity, AMD FreeSync.",3 499 Kč,"skladem
3 kusy"
366383,GIGABYTE GeForce RTX 3060 WINDFORCE OC 12G,"Grafická karta v podání Gigabyte, rozhraní PCIe 4.0, architektura Ampere, frekvence 1792 MHz, 12 GB GDDR6 paměti, rychlost paměti 15 Gb/s, 192-bit sběrnice, konektory: 2x HDMI 2.1, 2x DisplayPort 1.4a; napájení 1x 8-pin, max. rozlišení 7680x4320 @ 60 Hz, OpenGL 4.6, DirectX 12 Ultimate.",7 689 Kč,"skladem
1 kus"
386302,"GIGABYTE GeForce RTX 4060 OC Low Profile 8G, 8GB GDDR6","Grafická karta v podání Gigabyte, rozhraní PCIe 4.0 x8, architektura NVIDIA Ada Lovelace, DLSS 3, 8 GB GDDR6 paměti, rychlost paměti 17 Gb/s, 128-bit sběrnice, 3 072 CUDA jader, konektory: 2x HDMI 2.1a, 2x DisplayPort 1.4a; napájení 1x 8-pin, OpenGL 4.6, DirectX 12 Ultimate, 2-slotový design, nízký profil.",8 399 Kč,"skladem
2 kusy"
387284,"ASUS ProArt GeForce RTX 4060 OC edition, 8GB GDDR6","Grafická karta v podání ASUS, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, frekvence až 2580 MHz (režim OC), 8 GB GDDR6 paměti, rychlost paměti 17 Gb/s, 128-bit sběrnice, 3 072 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 8-pin, OpenGL 4.6, DirectX 12 Ultimate, 2,5-slot design.",9 199 Kč,"skladem
5 a více kusů"
383196,"ASRock AMD Radeon™ RX 7800 XT Phantom Gaming 16G OC, 16GB GDDR6","Grafická karta společnosti ASRock, PCIe 4.0 x16, frekvence až 2254 MHz a až 2565 MHz boost, 16 GB GDDR6 paměti, rychlost paměti 19,5 Gb/s, 256-bit sběrnice, 1x HDMI 2.1, 3x DisplayPort 2.1, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, raytracing.",14 990 Kč,"skladem
5 a více kusů"
392357,"MSI GeForce RTX 4070 Ti SUPER 16G GAMING X SLIM WHITE, 16GB GDDR6X","Grafická karta v podání MSI, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, 16 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 256-bit sběrnice, 8 448 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 2,5-slotový design.",24 990 Kč,"skladem
1 kus"
345687b3,"Sapphire PULSE RADEON RX 6650 XT, 8GB GDDR6","Grafická karta společnosti Sapphire, PCIe 4.0, frekvence až 2410 MHz (až 2635 MHz boost), 8 GB GDDR6 paměti, rychlost paměti 17,5 Gb/s, 128-bit sběrnice, 1x HDMI 2.1, 3x DisplayPort 1.4, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, DirectX Raytracing.",6 483 Kč,"skladem
1 kus"
385034,"MSI GeForce RTX 4060 VENTUS 2X WHITE 8G OC, 8GB GDDR6","Grafická karta v podání MSI, rozhraní PCIe 4.0 x8, architektura NVIDIA Ada Lovelace, frekvence až 2505 MHz (extrémní režim), 8 GB GDDR6 paměti, rychlost paměti 17 Gb/s, 128-bit sběrnice, 3 072 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 8-pin, OpenGL 4.6, DirectX 12 Ultimate, 2-slotový design.",8 631 Kč,"skladem
5 a více kusů"
390988,"ASUS Dual GeForce RTX 4070 SUPER White OC Edition, 12GB GDDR6X","Grafická karta v podání ASUS, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, frekvence až 2550 MHz (režim OC), 12 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 192-bit sběrnice, 7 168 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 2,56-slot design.",17 999 Kč,"skladem
1 kus"
391043,"ASUS ROG Strix GeForce RTX 4070 SUPER OC Edition, 12GB GDDR6X","Grafická karta v podání ASUS, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, frekvence až 2670 MHz (režim OC), 12 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 192-bit sběrnice, 7 168 CUDA jader, konektory: 2x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 3,12-slot design, součástí držák karty.",21 799 Kč,"skladem
3 kusy"
386971b1,"MSI GeForce RTX 4070 Ti GAMING X SLIM 12G, 12GB GDDR6X","Grafická karta v podání MSI, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, frekvence až 2745 MHz (Extreme režim), 12 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 192-bit sběrnice, 7 680 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 2,5-slotový design.",22 096 Kč,"skladem
1 kus"
391061,"GIGABYTE GeForce RTX 4080 SUPER WINDFORCE 16G, 16GB GDDR6X","Grafická karta v podání Gigabyte, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, základní frekvence 2550 MHz, 16 GB GDDR6X paměti, rychlost paměti 23 Gb/s, 256-bit sběrnice, 10 240 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 3-slotový design.",27 699 Kč,"skladem
1 kus"
356685,"ASUS ROG Strix GeForce RTX 4090 OC Edition, 24GB GDDR6X","Grafická karta v podání ASUS, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, frekvence až 2640 MHz (režim OC), 24 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 384-bit sběrnice, 16 384 CUDA jader, konektory: 2x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 3,5-slot design, součástí držák karty.",58 990 Kč,"skladem
1 kus"
374788,"PALiT GeForce RTX 4060 Ti Dual, 8GB GDDR6","Grafická karta v podání PALiT, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, frekvence až 2535 MHz (boost), 8 GB GDDR6 paměti, rychlost paměti 18 Gb/s, 128-bit sběrnice, 4 352 CUDA jader, konektory: 1x HDMI 2.1, 3x DisplayPort 1.4a; napájení 1x 8-pin, OpenGL 4.6, DirectX 12 Ultimate, 2-slotový design.",10 599 Kč,"skladem
5 a více kusů"
375651,"MSI AMD Radeon™ RX 6750 XT MECH 2X 12G V1, 12GB GDDR6","Grafická karta společnosti MSI, PCIe 4.0 x16, frekvence až 2495 MHz a až 2600 MHz boost, 12 GB GDDR6 paměti, rychlost paměti 18 Gb/s, 192-bit sběrnice, 1x HDMI 2.1, 3x DisplayPort 1.4, napájení 2x 8-pin, OpenGL 4.6, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, hardwarový Raytracing.",11 765 Kč,"skladem
2 kusy"
324453b7,"GIGABYTE GeForce RTX 3070 EAGLE OC 8G ver. 2.0 LHR, 8GB GDDR6","Grafická karta v podání Gigabyte, rozhraní PCIe 4.0, architektura Ampere, 8 GB GDDR6 paměti, rychlost paměti 14 Gb/s, 256-bit sběrnice, konektory: 2x HDMI 2.1, 2x DisplayPort 1.4; napájení 1x 8-pin a 1x 6-pin; max. rozlišení 7680x4320 @ 60 Hz, OpenGL 4.6, DirectX 12 Ultimate; verze s omezeným výkonem pro těžbu kryptoměn.",11 828 Kč,"skladem
1 kus"
391040,"PALiT GeForce RTX 4070 Super Dual OC, 12GB GDDR6X","Grafická karta v podání PALiT, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, frekvence až 2550 MHz (boost), 12 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 192-bit sběrnice, 7 168 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 2-slotový design.",16 999 Kč,"skladem
5 a více kusů"
391357,"MSI GeForce RTX 4070 Ti SUPER 16G VENTUS 2X WHITE OC, 16GB GDDR6X","Grafická karta v podání MSI, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, frekvence až 2655 MHz (extrémní režim), 16 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 256-bit sběrnice, 8 448 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 2,5-slotový design.",22 990 Kč,"skladem
5 a více kusů"
358275,"MSI GeForce RTX 4090 GAMING X TRIO 24G, 24GB GDDR6X","Grafická karta v podání MSI, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, 24 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 384-bit sběrnice, 16 384 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 4-slotový design.",53 123 Kč,"skladem
5 a více kusů"
375352,"GIGABYTE GeForce GT 710, 2GB GDDR5","Grafická karta v podání Gigabyte, rozhraní PCIe 2.0 x8, frekvence 954 MHz, 2 GB GDDR5 paměti, 64-bit sběrnice, 1x DVI-I, 1x HDMI, DirectX 12, OpenGL 4.5, nízký profil.",1 599 Kč,"skladem
2 kusy"
312571,"GIGABYTE GeForce GT 1030 Low Profile D4 2G, 2GB GDDR4","Kvalitní grafická karta Gigabyte GeForce GT 1030, PCIe 3.0, architektura Pascal, frekvence až 1417 MHz (boost v režimu OC), 2 GB GDDR4 paměti s frekvencí 2 100 MHz (efektivně), 64-bit sběrnice, 1x HDMI, 1x DVI-D, nízko-profilový design, OpenGL 4.5, DirectX 12.",2 145 Kč,"skladem
1 kus"
306774b9,"Sapphire AMD Radeon™ PULSE RX 6800, 16GB GDDR6","Vysoce výkonná herní grafická karta společnosti Sapphire, PCIe 4.0 x16, frekvence až 1950 MHz a až 2170 MHz boost, 16 GB GDDR6 paměti, rychlost paměti 16 Gb/s, 256-bit sběrnice, 1x HDMI, 3x DisplayPort, OpenGL 4.6, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, hardwarový Raytracing.",12 563 Kč,"skladem
1 kus"
383199,"ASRock AMD Radeon™ RX 7700 XT Phantom Gaming 12G OC, 12GB GDDR6","Grafická karta společnosti ASRock, PCIe 4.0 x16, frekvence až 2276 MHz a až 2599 MHz boost, 12 GB GDDR6 paměti, rychlost paměti 18 Gb/s, 192-bit sběrnice, 1x HDMI 2.1, 3x DisplayPort 2.1, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, raytracing.",13 290 Kč,"skladem
1 kus"
379626,"ASUS ProArt GeForce RTX 4060 Ti OC edition, 16GB GDDR6","Grafická karta v podání ASUS, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, frekvence až 2685 MHz (režim OC), 16 GB GDDR6 paměti, rychlost paměti 18 Gb/s, 128-bit sběrnice, 4 352 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 8-pin, OpenGL 4.6, DirectX 12 Ultimate, 2,5-slot design.",13 490 Kč,"skladem
2 kusy"
391069,"GIGABYTE AORUS GeForce RTX 4070 SUPER MASTER 12G, 12GB GDDR6X","Grafická karta v podání Gigabyte, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, 12 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 192-bit sběrnice, 7 168 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate.",19 999 Kč,"skladem
1 kus"
332860,"HP NVIDIA Quadro RTX A4000, 16GB GDDR6","Grafická karta pro pracovní stanice, rozhraní PCIe 4.0 x16, architektura Ampere, 6144 CUDA, 192 Tensor jader, 48 RT jader, 16 GB GDDR6 paměti s ECC, 256-bit sběrnice, 4x DisplayPort 1.4a, maximální rozlišení 7680 x 4320 @ 60 Hz.",29 975 Kč,"skladem
5 a více kusů"
361467b1,"GIGABYTE GeForce RTX 4080 16GB EAGLE OC, 16GB GDDR6X","Grafická karta v podání Gigabyte, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, 16 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 256-bit sběrnice, 9 728 CUDA jader, konektory: 1x HDMI 2.1, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 4-slotový design.",31 146 Kč,"skladem
1 kus"
392369,"ASUS TUF Gaming GeForce RTX 4070 Ti SUPER White OC Edition, 16GB GDDR6X","Grafická karta v podání ASUS, rozhraní PCIe 4.0 x16, architektura NVIDIA Ada Lovelace, DLSS 3, frekvence až 2670 MHz (režim OC), 16 GB GDDR6X paměti, rychlost paměti 21 Gb/s, 256-bit sběrnice, 8 448 CUDA jader, konektory: 2x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 16-pin, OpenGL 4.6, DirectX 12 Ultimate, 3,25-slot design, součástí držák karty.",Cena nebyla dosud stanovena.,zahájení prodeje: zjišťujeme
324626b2,"PALiT GeForce RTX 3080 Ti GameRock, LHR, 12GB GDDR6X","Grafická karta v podání PALiT, rozhraní PCIe 4.0, architektura Ampere, frekvence až 1665 MHz (boost), 12 GB GDDR6X paměti, rychlost paměti 19 Gb/s, 384-bit sběrnice, konektory: 1x HDMI 2.1, 3x DisplayPort 1.4a; napájení 3x 8-pin, max. rozlišení 7680x4320, OpenGL 4.6, DirectX 12 Ultimate, 2,7-slot design.",Cena nebyla dosud stanovena.,zahájení prodeje: zjišťujeme
390163,"ASUS GeForce GT 730 2GB DDR3 EVO, 2GB GDDR3","Grafická karta s pasivním chladičem, PCIe rozhraní, frekvence až 927 MHz (režim OC), 2 GB GDDR3 paměti, 64-bit sběrnice, 1x HDMI, 1x DVI-D, 1x VGA, rozlišení max. 3840 x 2160, OpenGL 4.6.",2 593 Kč,"skladem
5 a více kusů"
390184,"ASUS Dual Radeon RX 560, 4GB GDDR5","Grafická karta společnosti ASUS, PCIe 3.0, frekvence 1199 MHz, 4 GB GDDR5 paměti s rychlostí 6,8 Gb/s, 128-bit sběrnice, 2x DisplayPort 1.4, 1x HDMI 2.0b, OpenGL 4.5, DirectX 12, AMD Eyefinity, AMD FreeSync.",3 210 Kč,"skladem
4 kusy"
308327b7,"PALiT GeForce GTX 1650 GamingPro, 4GB GDDR6","Výkonná malá herní grafická karta v podání PALiT, rozhraní PCIe 3.0 x16, architektura Turing, frekvence až 1590 MHz (boost), 4 GB GDDR6 paměti, 128-bit sběrnice, 1x HDMI 2.0b, 2x DisplayPort 1.4a, OpenGL 4.6, DirectX 12, VR Ready, NVIDIA: Ansel a GPU Boost.",3 550 Kč,"skladem
1 kus"
336655b1,"PALiT GeForce RTX 3050 StormX, 8GB GDDR6","Herní grafická karta v podání PALiT, rozhraní PCIe 4.0, architektura Ampere, frekvence až 1777 MHz (boost), 8 GB GDDR6 paměti, rychlost paměti 14 Gb/s, 128-bit sběrnice, konektory: 1x HDMI 2.1, 3x DisplayPort 1.4a; napájení 1x 8-pin, max. rozlišení 7680x4320, OpenGL 4.6, DirectX 12, 2-slotový design.",7 481 Kč,"skladem
1 kus"
313001b3,"Gainward GeForce GTX 1660 Super Ghost, 6GB GDDR6","Vysoce výkonná herní grafická karta v podání Gainward, rozhraní PCIe 3.0 , architektura Turing, frekvence až 1785 MHz (boost), 6 GB GDDR6 paměti, 192-bit sběrnice, 1x DVI-D, 1x HDMI, 1x DisplayPort, OpenGL 4.6, DirectX 12, VR Ready, NVIDIA: Ansel a G-Sync.",7 568 Kč,"skladem
1 kus"
375793,"GIGABYTE AMD Radeon™ RX 7600 Gaming OC 8G, 8GB GDDR6","Grafická karta společnosti Gigabyte, PCIe 4.0 x8, frekvence až 2355 MHz a až 2755 MHz boost, 8 GB GDDR6 paměti, rychlost paměti 18 Gb/s, 128-bit sběrnice, 2x HDMI 2.1a, 2x DisplayPort 1.4a, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, raytracing.",7 849 Kč,"skladem
1 kus"
335209b2,"GIGABYTE Radeon RX 6600 Eagle 8G, 8GB GDDR6","Grafická karta společnosti Gigabyte, PCIe 4.0 x16, 8 GB GDDR6 paměti, rychlost paměti 14 Gb/s, 128-bit sběrnice, 2x HDMI 2.1, 2x DisplayPort 1.4a, napájení: 1x 8-pin konektor; OpenGL 4.6, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, DirectX Raytracing.",9 602 Kč,"skladem
1 kus"
334951b1,"MSI AMD Radeon™ RX 6600 ARMOR 8G, 8GB GDDR6","Grafická karta společnosti MSI, PCIe 4.0 x8, frekvence až 2044 MHz a až 2491 MHz boost, 8 GB GDDR6 paměti, rychlost paměti 14 Gb/s, 128-bit sběrnice, 1x HDMI 2.1, 3x DisplayPort 1.4, napájení 1x 8-pin, OpenGL 4.6, DirectX 12, AMD FreeSync, AMD Radeon Anti-Lag, hardwarový Raytracing.",9 909 Kč,"skladem
1 kus"
301406b9,"PALiT GeForce RTX 3070 GamingPro, LHR, 8GB GDDR6","Vysoce výkonná herní grafická karta v podání PALiT, rozhraní PCIe 4.0, architektura Ampere, frekvence až 1725 MHz, 8 GB GDDR6 paměti, rychlost paměti 14 Gb/s, 256-bit sběrnice, konektory: 1x HDMI 2.1, 3x DisplayPort 1.4a; napájení 2x 8-pin, max. rozlišení 7680x4320, OpenGL 4.6, DirectX 12, 2,7-slot design.",10 741 Kč,"skladem
1 kus"
312479b7,"Sapphire Radeon NITRO+ RX 6700 XT 12G OC Gaming, 12GB GDDR6","Vysoce výkonná herní grafická karta společnosti Sapphire, PCIe 4.0 x16, frekvence až 2622 MHz boost, 12 GB GDDR6 paměti, rychlost paměti 16 Gb/s, 192-bit sběrnice, 1x HDMI, 3x DisplayPort, OpenGL 4.6, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, DirectX Raytracing.",11 301 Kč,"skladem
1 kus"
345682b8,"Sapphire NITRO+ RADEON RX 6750 XT, 12GB GDDR6","Grafická karta společnosti Sapphire, PCIe 4.0, frekvence až 2554 MHz (až 2623 MHz boost),12 GB GDDR6 paměti, rychlost paměti 18 Gb/s, 192-bit sběrnice, 1x HDMI 2.1, 3x DisplayPort 1.4, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, DirectX Raytracing.",11 664 Kč,"skladem
1 kus"
375653b3,"MSI AMD Radeon™ RX 6800 GAMING Z TRIO 16G V1, 16GB GDDR6","Grafická karta společnosti MSI, PCIe 4.0 x16, frekvence až 1925 MHz a až 2155 MHz boost, 16 GB GDDR6 paměti, rychlost paměti 16 Gb/s, 256-bit sběrnice, 1x HDMI 2.1, 3x DisplayPort 1.4a, napájení 3x 8-pin, OpenGL 4.6, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, hardwarový Raytracing.",12 021 Kč,"skladem
1 kus"
312479b9,"Sapphire Radeon NITRO+ RX 6700 XT 12G OC Gaming, 12GB GDDR6","Vysoce výkonná herní grafická karta společnosti Sapphire, PCIe 4.0 x16, frekvence až 2622 MHz boost, 12 GB GDDR6 paměti, rychlost paměti 16 Gb/s, 192-bit sběrnice, 1x HDMI, 3x DisplayPort, OpenGL 4.6, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, DirectX Raytracing.",12 391 Kč,"skladem
1 kus"
323704b8,"MSI GeForce RTX 3060 Ti GAMING Z TRIO 8G LHR, 8GB GDDR6","Grafická karta v podání MSI, rozhraní PCIe 4.0, architektura Ampere, frekvence až 1845 MHz, 8 GB GDDR6 paměti, rychlost paměti 14 Gb/s, 256-bit sběrnice, konektory: 1x HDMI 2.1, 3x DisplayPort 1.4a; napájení 2x 8-pin, max. rozlišení 7680x4320 @ 60 Hz, OpenGL 4.6, DirectX 12; verze s omezeným výkonem pro těžbu kryptoměn.",12 729 Kč,"skladem
1 kus"
382940,"Sapphire NITRO+ AMD Radeon RX 7700 XT GAMING 12G, 12GB GDDR6","Grafická karta společnosti Sapphire, PCIe 4.0 x16, frekvence až 2276 MHz a až 2599 MHz boost, 12 GB GDDR6 paměti, rychlost paměti 18 Gb/s, 192-bit sběrnice, 2x HDMI 2.1, 2x DisplayPort 2.1, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, raytracing.",13 132 Kč,"skladem
1 kus"
383200,"ASRock AMD Radeon™ RX 7700 XT Steel Legend 12GB OC, 12GB GDDR6","Grafická karta společnosti ASRock, PCIe 4.0 x16, frekvence až 2276 MHz a až 2599 MHz boost, 12 GB GDDR6 paměti, rychlost paměti 18 Gb/s, 192-bit sběrnice, 1x HDMI 2.1, 3x DisplayPort 2.1, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, raytracing.",13 190 Kč,"skladem
1 kus"
391104,"MSI GeForce RTX 4060 Ti GAMING X SLIM WHITE 16G, 16GB GDDR6","Grafická karta v podání MSI, rozhraní PCIe 4.0 x16 (x8), architektura NVIDIA Ada Lovelace, DLSS 3, 16 GB GDDR6 paměti, rychlost paměti 18 Gb/s, 128-bit sběrnice, 4 352 CUDA jader, konektory: 1x HDMI 2.1a, 3x DisplayPort 1.4a; napájení 1x 8-pin, OpenGL 4.6, DirectX 12 Ultimate, 2-slotový design.",14 124 Kč,"skladem
2 kusy"
383198,"ASRock AMD Radeon™ RX 7800 XT Challenger 16GB OC, 16GB GDDR6","Grafická karta společnosti ASRock, PCIe 4.0 x16, frekvence až 2169 MHz a až 2475 MHz boost, 16 GB GDDR6 paměti, rychlost paměti 19,5 Gb/s, 256-bit sběrnice, 1x HDMI 2.1, 3x DisplayPort 2.1, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, raytracing.",14 290 Kč,"skladem
2 kusy"
384843,"ASRock Radeon RX 6800 XT Phantom Gaming 16GB OC, 16GB GDDR6","Grafická karta společnosti ASRock, PCIe 4.0 x16, frekvence až 2065 MHz a až 2310 MHz boost, 16 GB GDDR6 paměti, rychlost paměti 16 Gb/s, 256-bit sběrnice, 1x HDMI 2.1, 3x DisplayPort 1.4, OpenGL 4.6, DirectX 12 Ultimate, AMD FreeSync, AMD Radeon Anti-Lag, hardwarový Raytracing, Polychrome SYNC.",14 290 Kč,"skladem
1 kus"
